|OrderId|OrderDate |OrderAmount|SalePersone     |
|51,131 |2018-09-19|243.25     |Lyndon Evershed |
|51,132 |2018-09-19|1,183.5    |Garth Evershed  |
|51,133 |2018-09-19|362.75     |Garth Evershed  |
|51,134 |2018-09-20|402.4      |Douglas Evershed|
|51,135 |2018-09-20|1,023      |Neville Hindley |
|51,136 |2018-09-20|4,875      |Neville Hindley |
|51,137 |2018-09-20|949.5      |Neville Hindley |
|51,138 |2018-09-20|4,164.1    |Lyndon Evershed |
|51,139 |2018-09-20|317.5      |Lyndon Evershed |
|51,140 |2018-09-20|387.5      |Neville Hindley |
|51,141 |2018-09-20|122.5      |Lyndon Evershed |
|51,142 |2018-09-20|1,767      |Garth Evershed  |
|51,143 |2018-09-20|20,085     |Garth Evershed  |
|51,144 |2018-09-20|794.65     |Garth Evershed  |
|51,145 |2018-09-20|744.13     |Neville Hindley |
|51,146 |2018-09-21|475.7      |Lyndon Evershed |
|51,147 |2018-09-21|1,801.6    |Garth Evershed  |
|51,148 |2018-09-21|2,132      |Douglas Evershed|
|51,149 |2018-09-21|1,109.9    |Garth Evershed  |
|51,150 |2018-09-21|1,833      |Douglas Evershed|
|51,151 |2018-09-21|979        |Neville Hindley |
|51,152 |2018-09-21|5,995      |Lyndon Evershed |
|51,153 |2018-09-24|250        |DSP Chathuranga |
|51,154 |2018-09-24|333        |Neville Hindley |
|51,155 |2018-09-24|590        |Douglas Evershed|
|51,156 |2018-09-24|572        |Garth Evershed  |
|51,157 |2018-09-24|520        |Neville Hindley |
|51,158 |2018-09-24|57         |Douglas Evershed|
|51,159 |2018-09-25|265.65     |Lyndon Evershed |
|51,160 |2018-09-25|163        |Lyndon Evershed |
|51,161 |2018-09-25|443.5      |A P             |
|51,162 |2018-09-25|443.5      |A P             |
|51,163 |2018-09-25|794.5      |Neville Hindley |
|51,164 |2018-09-25|225        |Neville Hindley |
|51,165 |2018-09-25|153,445    |Lyndon Evershed |
|51,166 |2018-09-25|4,110      |Garth Evershed  |
|51,167 |2018-09-25|72.5       |Douglas Evershed|
|51,168 |2018-09-25|612.16     |Douglas Evershed|
|51,169 |2018-09-25|424.9      |Lyndon Evershed |
|51,170 |2018-09-25|250.5      |Lyndon Evershed |
|51,171 |2018-09-25|649.5      |Garth Evershed  |
|51,172 |2018-09-25|2,185      |Garth Evershed  |
|51,173 |2018-09-25|939        |Lyndon Evershed |
|51,174 |2018-09-25|382        |Garth Evershed  |
|51,175 |2018-09-25|259        |Garth Evershed  |
|51,176 |2018-09-26|1,490      |Lyndon Evershed |
|51,177 |2018-09-26|980        |Neville Hindley |
|51,178 |2018-09-26|147.5      |Neville Hindley |
|51,179 |2018-09-26|153        |Neville Hindley |
|51,180 |2018-09-26|2,965.25   |Garth Evershed  |
|51,181 |2018-09-26|378.2      |Neville Hindley |
|51,182 |2018-09-26|313.4      |Douglas Evershed|
|51,183 |2018-09-26|175        |Neville Hindley |
|51,184 |2018-09-26|1,725.15   |Garth Evershed  |
|51,185 |2018-09-26|2,300      |Garth Evershed  |
|51,186 |2018-09-26|177        |Neville Hindley |
|51,187 |2018-09-26|905.5      |Neville Hindley |
|51,188 |2018-09-26|426        |Lyndon Evershed |
|51,189 |2018-09-26|689.5      |Neville Hindley |
|51,190 |2018-09-26|7,202.75   |Garth Evershed  |
|51,191 |2018-09-27|1,047.55   |Garth Evershed  |
|51,192 |2018-09-27|5,672      |Neville Hindley |
|51,193 |2018-09-27|1,172.5    |Garth Evershed  |
|51,194 |2018-09-27|265        |Garth Evershed  |
|51,195 |2018-09-27|1,449      |Douglas Evershed|
|51,196 |2018-09-27|727.5      |Lyndon Evershed |
|51,197 |2018-09-27|1,780      |Neville Hindley |
|51,198 |2018-09-27|2,838.8    |Lyndon Evershed |
|51,199 |2018-09-27|13,000     |Lyndon Evershed |
|51,200 |2018-09-27|361.25     |Garth Evershed  |
|51,201 |2018-09-27|620        |Neville Hindley |
|51,202 |2018-09-27|2,030      |Neville Hindley |
|51,203 |2018-09-28|255        |Neville Hindley |
|51,204 |2018-09-28|69.99      |Neville Hindley |
|51,205 |2018-09-28|419.73     |Neville Hindley |
|51,206 |2018-09-28|2,360.25   |Garth Evershed  |
|51,207 |2018-09-28|244.2      |Neville Hindley |
|51,208 |2018-09-28|304        |Neville Hindley |
|51,209 |2018-09-28|833        |Neville Hindley |
|51,210 |2018-09-28|2,102.2    |Garth Evershed  |
|51,211 |2018-09-28|970        |Neville Hindley |
|51,212 |2018-09-28|165.5      |Neville Hindley |
|51,213 |2018-09-28|129.75     |Lyndon Evershed |
|51,214 |2018-09-28|235        |Lyndon Evershed |
|51,215 |2018-10-01|1,135      |Neville Hindley |
|51,216 |2018-10-01|1,560.5    |Garth Evershed  |
|51,217 |2018-10-01|4,170.52   |Lyndon Evershed |
|51,218 |2018-10-01|717.5      |Neville Hindley |
|51,219 |2018-10-01|1,530      |Neville Hindley |
|51,220 |2018-10-01|287        |Lyndon Evershed |
|51,221 |2018-10-01|440        |Neville Hindley |
|51,222 |2018-10-01|1,833      |Douglas Evershed|
|51,223 |2018-10-01|1,046.12   |Neville Hindley |
|51,224 |2018-10-01|679        |Neville Hindley |
|51,225 |2018-10-01|321.9      |Douglas Evershed|
|51,226 |2018-10-01|942.5      |Lyndon Evershed |
|51,227 |2018-10-01|1,032      |Neville Hindley |
|51,228 |2018-10-02|559        |Douglas Evershed|
|51,229 |2018-10-02|1,142.5    |Neville Hindley |
|51,230 |2018-10-02|373        |Neville Hindley |
|51,231 |2018-10-02|1,180      |Garth Evershed  |
|51,232 |2018-10-02|589.5      |Douglas Evershed|
|51,233 |2018-10-02|15,883.65  |Lyndon Evershed |
|51,234 |2018-10-02|650.3      |Lyndon Evershed |
|51,235 |2018-10-02|1,120      |Garth Evershed  |
|51,236 |2018-10-02|833.65     |Garth Evershed  |
|51,237 |2018-10-03|267.89     |Neville Hindley |
|51,238 |2018-10-03|334        |Neville Hindley |
|51,239 |2018-10-03|2,198      |Garth Evershed  |
|51,240 |2018-10-03|789.9      |Garth Evershed  |
|51,241 |2018-10-03|786        |Douglas Evershed|
|51,242 |2018-10-03|387.72     |Neville Hindley |
|51,243 |2018-10-03|1,243.5    |Neville Hindley |
|51,244 |2018-10-03|262        |Neville Hindley |
|51,245 |2018-10-03|549        |Neville Hindley |
|51,246 |2018-10-03|747.45     |Garth Evershed  |
|51,247 |2018-10-04|3,998.75   |Lyndon Evershed |
|51,248 |2018-10-04|196        |Lyndon Evershed |
|51,249 |2018-10-04|1,380.75   |Garth Evershed  |
|51,250 |2018-10-04|318.88     |Lyndon Evershed |
|51,251 |2018-10-04|930        |Douglas Evershed|
|51,252 |2018-10-05|565        |Neville Hindley |
|51,253 |2018-10-05|2,039      |Lyndon Evershed |
|51,254 |2018-10-05|243.2      |Neville Hindley |
|51,255 |2018-10-05|599.25     |Garth Evershed  |
|51,256 |2018-10-05|1,057      |Neville Hindley |
|51,257 |2018-10-05|508.6      |Lyndon Evershed |
|51,258 |2018-10-05|1,054      |Neville Hindley |
|51,259 |2018-10-05|1,235      |Neville Hindley |
|51,260 |2018-10-05|1,105.5    |Garth Evershed  |
|51,261 |2018-10-05|525        |Garth Evershed  |
|51,262 |2018-10-05|6,795      |Neville Hindley |
|51,263 |2018-10-05|594        |Garth Evershed  |
|51,264 |2018-10-05|2,467.5    |Neville Hindley |
|51,265 |2018-10-05|438        |A P             |
|51,266 |2018-10-05|4,650      |Garth Evershed  |
|51,267 |2018-10-05|447.25     |Neville Hindley |
|51,268 |2018-10-05|8,081.59   |Lyndon Evershed |
|51,269 |2018-10-08|784        |Douglas Evershed|
|51,270 |2018-10-08|212.5      |Neville Hindley |
|51,271 |2018-10-08|1,008.75   |Garth Evershed  |
|51,272 |2018-10-08|7,365      |Neville Hindley |
|51,273 |2018-10-08|2,170      |Garth Evershed  |
|51,274 |2018-10-08|303.5      |Douglas Evershed|
|51,275 |2018-10-09|387.45     |Garth Evershed  |
|51,276 |2018-10-09|799        |Douglas Evershed|
|51,277 |2018-10-09|3,610.5    |Neville Hindley |
|51,278 |2018-10-09|3,200      |Neville Hindley |
|51,279 |2018-10-09|74,707.9   |Lyndon Evershed |
|51,280 |2018-10-09|1,822.5    |Neville Hindley |
|51,281 |2018-10-09|2,677.8    |Garth Evershed  |
|51,282 |2018-10-09|394.5      |Garth Evershed  |
|51,283 |2018-10-10|202.5      |Neville Hindley |
|51,284 |2018-10-10|233        |Neville Hindley |
|51,285 |2018-10-10|938.1      |Garth Evershed  |
|51,286 |2018-10-10|945.75     |Garth Evershed  |
|51,287 |2018-10-10|1,247.05   |Neville Hindley |
|51,288 |2018-10-10|3,357.5    |Lyndon Evershed |
|51,289 |2018-10-10|588.4      |Lyndon Evershed |
|51,290 |2018-10-10|1,603.5    |Garth Evershed  |
|51,291 |2018-10-10|1,549.5    |Garth Evershed  |
|51,292 |2018-10-10|344.5      |Garth Evershed  |
|51,293 |2018-10-10|277.5      |Neville Hindley |
|51,294 |2018-10-10|2,585      |Lyndon Evershed |
|51,295 |2018-10-10|281.64     |Garth Evershed  |
|51,296 |2018-10-10|508        |Garth Evershed  |
|51,297 |2018-10-10|299        |Lyndon Evershed |
|51,298 |2018-10-11|336        |Neville Hindley |
|51,299 |2018-10-11|360.13     |Lyndon Evershed |
|51,300 |2018-10-11|1,209.5    |Garth Evershed  |
|51,301 |2018-10-11|281        |Lyndon Evershed |
|51,302 |2018-10-11|1,098      |Garth Evershed  |
|51,303 |2018-10-11|10,264.65  |Garth Evershed  |
|51,304 |2018-10-11|1,457.5    |Garth Evershed  |
|51,305 |2018-10-11|11,725     |Garth Evershed  |
|51,306 |2018-10-11|3,112.5    |Garth Evershed  |
|51,307 |2018-10-12|107.5      |Neville Hindley |
|51,308 |2018-10-12|121.5      |Neville Hindley |
|51,309 |2018-10-12|615.92     |Garth Evershed  |
|51,310 |2018-10-12|465        |Neville Hindley |
|51,311 |2018-10-12|1,010      |Neville Hindley |
|51,312 |2018-10-12|2,412      |Lyndon Evershed |
|51,313 |2018-10-12|266        |Neville Hindley |
|51,314 |2018-10-12|5,282.6    |Lyndon Evershed |
|51,315 |2018-10-12|615.25     |Neville Hindley |
|51,316 |2018-10-12|1,737.5    |Lyndon Evershed |
|51,317 |2018-10-15|367        |Neville Hindley |
|51,318 |2018-10-15|750        |Garth Evershed  |
|51,319 |2018-10-15|1,975.23   |Lyndon Evershed |
|51,320 |2018-10-15|284.2      |Neville Hindley |
|51,321 |2018-10-15|4,450      |Neville Hindley |
|51,322 |2018-10-15|798        |Neville Hindley |
|51,323 |2018-10-15|744        |Neville Hindley |
|51,324 |2018-10-15|6,047.5    |Garth Evershed  |
|51,325 |2018-10-15|287.85     |Neville Hindley |
|51,326 |2018-10-15|1,184.5    |Lyndon Evershed |
|51,327 |2018-10-15|3,194.74   |Neville Hindley |
|51,328 |2018-10-15|2,525      |Neville Hindley |
|51,329 |2018-10-16|454        |Lyndon Evershed |
|51,330 |2018-10-16|1,435.5    |Garth Evershed  |
|51,331 |2018-10-16|535        |Neville Hindley |
|51,332 |2018-10-16|99.5       |Lyndon Evershed |
|51,333 |2018-10-16|271.58     |Neville Hindley |
|51,334 |2018-10-16|105        |Neville Hindley |
|51,335 |2018-10-16|153        |Neville Hindley |
|51,336 |2018-10-16|4,021      |Lyndon Evershed |
|51,337 |2018-10-16|1,109.9    |Garth Evershed  |
|51,338 |2018-10-16|279        |Neville Hindley |
|51,339 |2018-10-16|1,787      |Garth Evershed  |
|51,340 |2018-10-16|908        |Garth Evershed  |
|51,341 |2018-10-17|781.75     |Garth Evershed  |
|51,342 |2018-10-17|21,710     |Lyndon Evershed |
|51,343 |2018-10-17|656.52     |Douglas Evershed|
|51,344 |2018-10-17|1,974      |Garth Evershed  |
|51,345 |2018-10-17|2,149.5    |Neville Hindley |
|51,346 |2018-10-17|131        |Neville Hindley |
|51,347 |2018-10-17|897.76     |Neville Hindley |
|51,348 |2018-10-18|310        |Douglas Evershed|
|51,349 |2018-10-18|652.3      |Lyndon Evershed |
|51,350 |2018-10-18|8,431.55   |Lyndon Evershed |
|51,351 |2018-10-18|1,026      |Lyndon Evershed |
|51,352 |2018-10-19|3,087      |Garth Evershed  |
|51,353 |2018-10-19|1,607.5    |DSP Chathuranga |
|51,354 |2018-10-19|350        |Neville Hindley |
|51,355 |2018-10-19|1,064      |Douglas Evershed|
|51,356 |2018-10-19|305        |Garth Evershed  |
|51,357 |2018-10-19|1,167      |Neville Hindley |
|51,358 |2018-10-19|2,084      |Douglas Evershed|
|51,359 |2018-10-19|2,369.8    |Neville Hindley |
|51,360 |2018-10-19|157.5      |Neville Hindley |
|51,361 |2018-10-19|683.5      |Neville Hindley |
|51,362 |2018-10-19|275.5      |Nigel Davies    |
|51,363 |2018-10-19|923.95     |Garth Evershed  |
|51,364 |2018-10-19|687.74     |Garth Evershed  |
|51,365 |2018-10-22|231.5      |Neville Hindley |
|51,366 |2018-10-22|10,481     |Lyndon Evershed |
|51,367 |2018-10-22|832.5      |Neville Hindley |
|51,368 |2018-10-22|43,688.69  |Lyndon Evershed |
|51,369 |2018-10-22|1,316.95   |Garth Evershed  |
|51,370 |2018-10-22|1,058      |Garth Evershed  |
|51,371 |2018-10-22|558.5      |Garth Evershed  |
|51,372 |2018-10-22|2,422.6    |Douglas Evershed|
|51,373 |2018-10-22|836.2      |Garth Evershed  |
|51,374 |2018-10-22|1,050      |Douglas Evershed|
|51,375 |2018-10-22|1,909.85   |Garth Evershed  |
|51,376 |2018-10-22|927        |Garth Evershed  |
|51,377 |2018-10-23|565        |Lyndon Evershed |
|51,378 |2018-10-23|1,036      |Lyndon Evershed |
|51,379 |2018-10-23|436.32     |Lyndon Evershed |
|51,380 |2018-10-23|2,023      |Nigel Davies    |
|51,381 |2018-10-23|574.5      |Garth Evershed  |
|51,382 |2018-10-23|795.5      |Garth Evershed  |
|51,383 |2018-10-23|1,473      |Garth Evershed  |
|51,384 |2018-10-23|487.6      |Nigel Davies    |
|51,385 |2018-10-24|527.5      |Garth Evershed  |
|51,386 |2018-10-24|3,400      |Garth Evershed  |
|51,387 |2018-10-24|501.5      |Neville Hindley |
|51,388 |2018-10-24|182        |Neville Hindley |
|51,389 |2018-10-24|375        |Neville Hindley |
|51,390 |2018-10-24|2,514      |Neville Hindley |
|51,391 |2018-10-24|877        |Nigel Davies    |
|51,392 |2018-10-24|568        |Neville Hindley |
|51,393 |2018-10-24|1,565      |Neville Hindley |
|51,394 |2018-10-24|996        |Neville Hindley |
|51,395 |2018-10-24|837        |Neville Hindley |
|51,396 |2018-10-24|5,632.85   |Lyndon Evershed |
|51,397 |2018-10-24|4,090      |Garth Evershed  |
|51,398 |2018-10-24|531.5      |Garth Evershed  |
|51,399 |2018-10-24|888.5      |Douglas Evershed|
|51,400 |2018-10-24|434        |Lyndon Evershed |
|51,401 |2018-10-25|645        |Neville Hindley |
|51,402 |2018-10-25|614.8      |Nigel Davies    |
|51,403 |2018-10-25|235.6      |Douglas Evershed|
|51,404 |2018-10-25|636.25     |Garth Evershed  |
|51,405 |2018-10-26|786        |Neville Hindley |
|51,406 |2018-10-26|219        |Neville Hindley |
|51,407 |2018-10-26|1,835.12   |Neville Hindley |
|51,408 |2018-10-26|1,085      |Nigel Davies    |
|51,409 |2018-10-26|5,383.6    |Lyndon Evershed |
|51,410 |2018-10-26|1,846.5    |Neville Hindley |
|51,411 |2018-10-26|1,881      |Neville Hindley |
|51,412 |2018-10-26|174.76     |Neville Hindley |
|51,413 |2018-10-26|1,290.5    |Neville Hindley |
|51,414 |2018-10-26|965        |Neville Hindley |
|51,415 |2018-10-26|9,040      |Lyndon Evershed |
|51,416 |2018-10-26|1,656.52   |Garth Evershed  |
|51,417 |2018-10-29|2,591      |Neville Hindley |
|51,418 |2018-10-29|597        |Neville Hindley |
|51,419 |2018-10-29|5,928.12   |Garth Evershed  |
|51,420 |2018-10-29|1,222.8    |Nigel Davies    |
|51,421 |2018-10-29|2,774      |Lyndon Evershed |
|51,422 |2018-10-29|396.5      |Neville Hindley |
|51,423 |2018-10-29|418        |Neville Hindley |
|51,424 |2018-10-29|1,140      |Garth Evershed  |
|51,425 |2018-10-29|253.3      |Nigel Davies    |
|51,426 |2018-10-29|1,047.8    |Neville Hindley |
|51,427 |2018-10-30|882        |Neville Hindley |
|51,428 |2018-10-30|224.5      |Lyndon Evershed |
|51,429 |2018-10-30|552        |Neville Hindley |
|51,430 |2018-10-30|519        |Neville Hindley |
|51,431 |2018-10-30|2,290      |Neville Hindley |
|51,432 |2018-10-30|475.5      |Garth Evershed  |
|51,433 |2018-10-30|211.5      |Neville Hindley |
|51,434 |2018-10-30|5,358      |Garth Evershed  |
|51,435 |2018-10-31|4,192.24   |Garth Evershed  |
|51,436 |2018-10-31|3,602.5    |Neville Hindley |
|51,437 |2018-10-31|783        |Douglas Evershed|
|51,438 |2018-10-31|838        |Lyndon Evershed |
|51,439 |2018-10-31|937.5      |Lyndon Evershed |
|51,440 |2018-10-31|3,390      |Neville Hindley |
|51,441 |2018-10-31|1,399.9    |Garth Evershed  |
|51,442 |2018-10-31|513        |Neville Hindley |
|51,443 |2018-10-31|792.67     |Neville Hindley |
|51,444 |2018-10-31|177        |Neville Hindley |
|51,445 |2018-10-31|6,500      |Garth Evershed  |
|51,446 |2018-10-31|1,185      |Garth Evershed  |
|51,447 |2018-10-31|1,860      |Douglas Evershed|
|51,448 |2018-10-31|3,700      |Douglas Evershed|
|51,449 |2018-10-31|599        |Douglas Evershed|
|51,450 |2018-11-01|562        |Lyndon Evershed |
|51,451 |2018-11-01|28,656.29  |Garth Evershed  |
|51,452 |2018-11-01|4,011.39   |Garth Evershed  |
|51,453 |2018-11-01|266.45     |Lyndon Evershed |
|51,454 |2018-11-01|297.5      |Garth Evershed  |
|51,455 |2018-11-01|850        |Neville Hindley |
|51,456 |2018-11-01|175        |Neville Hindley |
|51,457 |2018-11-01|4,053      |Neville Hindley |
|51,458 |2018-11-01|1,580      |Neville Hindley |
|51,459 |2018-11-01|5,987.5    |Douglas Evershed|
|51,460 |2018-11-02|1,121.25   |Neville Hindley |
|51,461 |2018-11-02|1,079.25   |Garth Evershed  |
|51,462 |2018-11-02|1,091.5    |Neville Hindley |
|51,463 |2018-11-02|950.2      |Garth Evershed  |
|51,464 |2018-11-02|10,915     |Douglas Evershed|
|51,465 |2018-11-02|1,685      |Douglas Evershed|
|51,466 |2018-11-02|227        |Neville Hindley |
|51,467 |2018-11-02|663        |Neville Hindley |
|51,468 |2018-11-02|7,292.5    |Lyndon Evershed |
|51,469 |2018-11-02|1,317      |Garth Evershed  |
|51,470 |2018-11-02|248.75     |Neville Hindley |
|51,471 |2018-11-02|314.75     |Lyndon Evershed |
|51,472 |2018-11-05|972        |Garth Evershed  |
|51,473 |2018-11-05|362.5      |Lyndon Evershed |
|51,474 |2018-11-05|340        |Neville Hindley |
|51,475 |2018-11-05|684.5      |Garth Evershed  |
|51,476 |2018-11-05|2,089      |Lyndon Evershed |
|51,477 |2018-11-05|365        |Douglas Evershed|
|51,478 |2018-11-05|1,383      |Lyndon Evershed |
|51,479 |2018-11-05|343.45     |Nigel Davies    |
|51,480 |2018-11-05|890        |Douglas Evershed|
|51,481 |2018-11-06|395.5      |Neville Hindley |
|51,482 |2018-11-06|14,697.5   |Lyndon Evershed |
|51,483 |2018-11-06|915        |Neville Hindley |
|51,484 |2018-11-07|1,342      |Lyndon Evershed |
|51,485 |2018-11-07|1,114.5    |Lyndon Evershed |
|51,486 |2018-11-07|1,522.5    |Neville Hindley |
|51,487 |2018-11-07|6,995      |Neville Hindley |
|51,488 |2018-11-07|461.5      |Douglas Evershed|
|51,489 |2018-11-07|926        |Douglas Evershed|
|51,490 |2018-11-08|1,436      |Neville Hindley |
|51,491 |2018-11-08|56.94      |Neville Hindley |
|51,492 |2018-11-08|1,010      |Neville Hindley |
|51,493 |2018-11-08|150        |Neville Hindley |
|51,494 |2018-11-08|2,420      |Douglas Evershed|
|51,495 |2018-11-08|2,500      |Neville Hindley |
|51,496 |2018-11-08|5,340      |Garth Evershed  |
|51,497 |2018-11-08|414.5      |Douglas Evershed|
|51,498 |2018-11-08|2,096.5    |Douglas Evershed|
|51,499 |2018-11-08|475        |Douglas Evershed|
|51,500 |2018-11-08|4,613.5    |Neville Hindley |
|51,501 |2018-11-08|860        |Neville Hindley |
|51,502 |2018-11-08|965        |Neville Hindley |
|51,503 |2018-11-08|215        |Neville Hindley |
|51,504 |2018-11-09|216        |Nigel Davies    |
|51,505 |2018-11-09|731.5      |Garth Evershed  |
|51,506 |2018-11-09|525        |Nigel Davies    |
|51,507 |2018-11-09|1,080      |Garth Evershed  |
|51,508 |2018-11-09|731.5      |Nigel Davies    |
|51,509 |2018-11-09|1,518.4    |Douglas Evershed|
|51,510 |2018-11-12|522        |Neville Hindley |
|51,511 |2018-11-12|844.5      |Neville Hindley |
|51,512 |2018-11-12|532        |Lyndon Evershed |
|51,513 |2018-11-12|248.75     |Lyndon Evershed |
|51,514 |2018-11-12|2,047.5    |Garth Evershed  |
|51,515 |2018-11-12|2,608      |Lyndon Evershed |
|51,516 |2018-11-12|180        |Neville Hindley |
|51,517 |2018-11-12|1,768      |Neville Hindley |
|51,518 |2018-11-12|246        |Neville Hindley |
|51,519 |2018-11-12|469        |Neville Hindley |
|51,520 |2018-11-12|678.75     |Douglas Evershed|
|51,521 |2018-11-12|1,932      |Garth Evershed  |
|51,522 |2018-11-13|684        |Neville Hindley |
|51,523 |2018-11-13|2,211.5    |Lyndon Evershed |
|51,524 |2018-11-13|1,860      |Garth Evershed  |
|51,525 |2018-11-13|263.5      |Lyndon Evershed |
|51,526 |2018-11-13|471.92     |Neville Hindley |
|51,527 |2018-11-13|197        |Lyndon Evershed |
|51,528 |2018-11-13|2,665.5    |Lyndon Evershed |
|51,529 |2018-11-14|177        |Neville Hindley |
|51,530 |2018-11-14|4,360      |Douglas Evershed|
|51,531 |2018-11-14|2,525      |Neville Hindley |
|51,532 |2018-11-14|10,386     |Lyndon Evershed |
|51,533 |2018-11-15|31,951.92  |Lyndon Evershed |
|51,534 |2018-11-15|19,962.73  |Lyndon Evershed |
|51,535 |2018-11-15|2,934      |Lyndon Evershed |
|51,536 |2018-11-15|220        |Neville Hindley |
|51,537 |2018-11-15|175        |Lyndon Evershed |
|51,538 |2018-11-15|535.64     |Nigel Davies    |
|51,539 |2018-11-15|0          |Nigel Davies    |
|51,540 |2018-11-15|1,119.25   |Neville Hindley |
|51,541 |2018-11-15|698        |Garth Evershed  |
|51,542 |2018-11-15|100        |Garth Evershed  |
|51,543 |2018-11-16|221        |Neville Hindley |
|51,544 |2018-11-16|146.75     |Neville Hindley |
|51,545 |2018-11-16|3,690      |Garth Evershed  |
|51,546 |2018-11-16|1,052      |Neville Hindley |
|51,547 |2018-11-16|363        |Lyndon Evershed |
|51,548 |2018-11-16|1,170      |Neville Hindley |
|51,549 |2018-11-16|2,124.4    |Garth Evershed  |
|51,550 |2018-11-16|675        |Lyndon Evershed |
|51,551 |2018-11-16|500        |Garth Evershed  |
|51,552 |2018-11-19|288        |Neville Hindley |
|51,553 |2018-11-19|1,678.8    |Lyndon Evershed |
|51,554 |2018-11-19|3,022.5    |Neville Hindley |
|51,555 |2018-11-19|1,732.5    |Garth Evershed  |
|51,556 |2018-11-19|278        |Neville Hindley |
|51,557 |2018-11-19|949        |Neville Hindley |
|51,558 |2018-11-19|517        |Neville Hindley |
|51,559 |2018-11-19|378.25     |Garth Evershed  |
|51,560 |2018-11-19|6,728.5    |Lyndon Evershed |
|51,561 |2018-11-19|1,982      |Garth Evershed  |
|51,562 |2018-11-19|275        |Nigel Davies    |
|51,563 |2018-11-20|3,779      |Lyndon Evershed |
|51,564 |2018-11-20|298        |Garth Evershed  |
|51,565 |2018-11-20|1,030.5    |Lyndon Evershed |
|51,566 |2018-11-20|590        |Neville Hindley |
|51,567 |2018-11-20|1,402      |Neville Hindley |
|51,568 |2018-11-20|522        |Garth Evershed  |
|51,569 |2018-11-20|525        |Douglas Evershed|
|51,570 |2018-11-20|2,165.5    |Garth Evershed  |
|51,571 |2018-11-20|840.35     |Garth Evershed  |
|51,572 |2018-11-20|571.6      |Nigel Davies    |
|51,573 |2018-11-20|475.5      |Garth Evershed  |
|51,574 |2018-11-20|494.75     |Neville Hindley |
|51,575 |2018-11-20|76,979.07  |Lyndon Evershed |
|51,576 |2018-11-21|260        |Lyndon Evershed |
|51,577 |2018-11-21|1,475      |Douglas Evershed|
|51,578 |2018-11-21|2,472.5    |Lyndon Evershed |
|51,579 |2018-11-21|3,962.5    |Garth Evershed  |
|51,580 |2018-11-21|1,657      |Garth Evershed  |
|51,581 |2018-11-21|229        |Douglas Evershed|
|51,582 |2018-11-21|642.5      |Nigel Davies    |
|51,583 |2018-11-21|300        |Neville Hindley |
|51,584 |2018-11-22|1,928.82   |Lyndon Evershed |
|51,585 |2018-11-22|360        |Lyndon Evershed |
|51,586 |2018-11-22|260        |Nigel Davies    |
|51,587 |2018-11-22|357        |Douglas Evershed|
|51,588 |2018-11-22|187.4      |Neville Hindley |
|51,589 |2018-11-22|757        |Lyndon Evershed |
|51,590 |2018-11-22|11,845     |Lyndon Evershed |
|51,591 |2018-11-22|910        |Douglas Evershed|
|51,592 |2018-11-23|249.5      |Neville Hindley |
|51,593 |2018-11-23|2,900      |Garth Evershed  |
|51,594 |2018-11-23|637.5      |Garth Evershed  |
|51,595 |2018-11-23|1,275      |Neville Hindley |
|51,596 |2018-11-23|170        |Nigel Davies    |
|51,597 |2018-11-23|874        |Neville Hindley |
|51,598 |2018-11-26|2,333.2    |Lyndon Evershed |
|51,599 |2018-11-26|696        |Neville Hindley |
|51,600 |2018-11-26|1,422      |Neville Hindley |
|51,601 |2018-11-26|495        |Lyndon Evershed |
|51,602 |2018-11-26|1,199      |Lyndon Evershed |
|51,603 |2018-11-26|2,075.5    |Garth Evershed  |
|51,604 |2018-11-26|3,363.48   |Nigel Davies    |
|51,605 |2018-11-27|1,010      |Garth Evershed  |
|51,606 |2018-11-27|884        |Neville Hindley |
|51,607 |2018-11-27|1,284      |Garth Evershed  |
|51,608 |2018-11-27|793        |Neville Hindley |
|51,609 |2018-11-27|4,727.27   |Lyndon Evershed |
|51,610 |2018-11-27|710        |Nigel Davies    |
|51,611 |2018-11-27|253        |Douglas Evershed|
|51,612 |2018-11-27|1,040      |Garth Evershed  |
|51,613 |2018-11-27|500        |Garth Evershed  |
|51,614 |2018-11-27|3,975      |Garth Evershed  |
|51,615 |2018-11-27|45,946.17  |Garth Evershed  |
|51,616 |2018-11-28|361        |Lyndon Evershed |
|51,617 |2018-11-28|1,309.5    |Nigel Davies    |
|51,618 |2018-11-28|824        |Neville Hindley |
|51,619 |2018-11-28|5,251      |Lyndon Evershed |
|51,620 |2018-11-28|1,384.3    |Garth Evershed  |
|51,621 |2018-11-29|8,573.78   |Garth Evershed  |
|51,622 |2018-11-29|159.8      |Neville Hindley |
|51,623 |2018-11-29|2,015      |Neville Hindley |
|51,624 |2018-11-29|3,995      |Garth Evershed  |
|51,625 |2018-11-29|3,900      |Douglas Evershed|
|51,626 |2018-11-29|3,382.5    |Lyndon Evershed |
|51,627 |2018-11-29|396.84     |Garth Evershed  |
|51,628 |2018-11-29|354        |Nigel Davies    |
|51,629 |2018-11-29|558.5      |Garth Evershed  |
|51,630 |2018-11-29|2,097.68   |Neville Hindley |
|51,631 |2018-11-29|4,335      |Douglas Evershed|
|51,632 |2018-11-29|16,764     |Garth Evershed  |
|51,633 |2018-11-29|2,438      |Neville Hindley |
|51,634 |2018-11-29|2,296      |Nigel Davies    |
|51,635 |2018-11-29|799        |Lyndon Evershed |
